"cohort","regimen","analysis_population","responders","nonresponders","score_definition","responder_minus_nonresponder_median","wilcoxon_p_value","lower_Mito3_response_rank_auc","bootstrap_ci_lower","bootstrap_ci_upper","bootstrap_direction_probability","interpretation"
"GSE248014","entinostat lead-in followed by entinostat plus nivolumab","baseline tumor samples with GEO RECIST labels",3,20,"mean of within-cohort z(log2(CPM(BAX)+1)), z(log2(CPM(BAK1)+1)), and z(log2(CPM(BID)+1))",0.146005064681586,0.493562789703389,0.366666666666667,-0.422986762971735,0.833061227395726,0.2552,"Independent treatment-context audit only; three responders preclude clinical-performance validation."
