n	responders	nonresponders	median_difference	wilcoxon_p	rank_auc_lower_is_response	rank_biserial_correlation	bootstrap_iterations	arm_stratified_permutation_p	permutations	random_seed	adjusted_odds_ratio_per_sd	adjusted_odds_ratio_ci_low	adjusted_odds_ratio_ci_high	adjusted_logit_p	bootstrap_median_difference_percentile_interval_low	bootstrap_median_difference_percentile_interval_high	bootstrap_rank_auc_percentile_interval_low	bootstrap_rank_auc_percentile_interval_high	bootstrap_direction_probability_lower_in_responders
38	18	20	-0.8329752709067231	0.03165088016995849	0.7055555555555556	0.4111111111111112	10000	0.01749912504374781	20000	20260828	0.44274060104250573	0.20698151503770468	0.9470374191423399	0.03570828798280591	-1.4235141645542475	-0.21897560269259653	0.5194444444444445	0.8722222222222222	0.9953
